,Month,Hora,Temperatura_Media,Temperatura_Minima,Temperatura_Maxima,Brillo_Solar,Energia_Radiacion_Solar,Humedad_Relativa,Precipitaciones,Evaporaciones,Velocidad_del_Viento,FechaHora
9979,2007-04-28,00:00:00,14.0,8.4,18.6,6.8,440.96,74.3,0.0,4.14,0.92,2007-04-28
9980,2007-04-29,00:00:00,13.2,8.4,16.0,1.9,275.6,82.3,0.0,2.1,0.89,2007-04-29
9981,2007-04-30,00:00:00,14.3,10.8,19.2,6.8,502.44,75.6,0.0,4.52,1.14,2007-04-30
9982,2007-05-01,00:00:00,14.0,9.0,19.6,7.8,466.4,72.6,0.0,3.82,0.9,2007-05-01
9983,2007-05-02,00:00:00,12.2,1.8,21.4,7.9,589.36,69.6,0.0,5.02,0.84,2007-05-02
9984,2007-05-03,00:00:00,13.5,9.4,17.8,4.9,419.76,79.3,0.0,3.66,1.05,2007-05-03
9985,2007-05-04,00:00:00,14.4,11.4,21.0,6.8,466.4,78.3,,5.16,0.6900000000000001,2007-05-04
9986,2007-05-05,00:00:00,13.0,7.2,18.2,3.6,381.6,80.6,0.0,1.98,0.74,2007-05-05
9987,2007-05-06,00:00:00,13.0,10.2,16.2,1.8,334.96,79.3,2.8,1.74,0.98,2007-05-06
9988,2007-05-07,00:00:00,13.4,9.4,18.4,7.2,572.4,77.3,1.3,4.52,1.3,2007-05-07
9989,2007-05-08,00:00:00,11.8,9.6,15.0,1.9,347.68,81.0,0.0,2.12,0.93,2007-05-08
9990,2007-05-09,00:00:00,11.8,7.6,15.4,3.8,430.36,76.3,0.0,2.48,0.95,2007-05-09
9991,2007-05-10,00:00:00,13.9,7.4,19.2,9.3,604.2,69.0,0.1,4.4,1.23,2007-05-10
9992,2007-05-11,00:00:00,14.3,10.0,18.8,5.2,428.24,78.3,,4.62,0.16,2007-05-11
9993,2007-05-12,00:00:00,12.4,9.4,18.4,8.4,477.0,65.3,0.0,4.0,0.76,2007-05-12
9994,2007-05-13,00:00:00,13.1,10.2,16.8,2.5,354.04,81.6,0.0,3.4,0.91,2007-05-13
9995,2007-05-14,00:00:00,13.2,5.8,18.4,6.6,453.68,79.6,0.0,3.26,0.94,2007-05-14
9996,2007-05-15,00:00:00,13.9,10.8,18.2,5.4,496.08,79.6,0.0,3.46,0.93,2007-05-15
9997,2007-05-16,00:00:00,14.3,9.8,20.2,5.1,477.0,77.6,0.9,3.62,1.0,2007-05-16
9998,2007-05-17,00:00:00,14.3,10.0,18.4,5.1,409.16,76.0,0.9,3.02,0.88,2007-05-17
9999,2007-05-18,00:00:00,12.8,11.8,18.6,0.8,254.4,89.0,5.2,0.3,0.56,2007-05-18
10000,2007-05-19,00:00:00,13.5,10.8,16.6,1.4,286.2,79.3,0.1,2.02,0.8200000000000001,2007-05-19
10001,2007-05-20,00:00:00,13.6,9.4,18.4,3.2,466.4,82.3,4.1,1.78,0.8,2007-05-20
10002,2007-05-21,00:00:00,15.0,10.2,19.4,6.3,455.8,75.6,0.4,4.62,0.78,2007-05-21
10003,2007-05-22,00:00:00,15.9,11.2,21.8,4.2,500.32,67.6,0.0,3.9,0.71,2007-05-22
10004,2007-05-23,00:00:00,12.9,7.2,19.6,4.5,390.08,84.0,3.1,2.68,0.65,2007-05-23
10005,2007-05-24,00:00:00,14.1,9.4,19.0,8.3,502.44,72.6,3.6,4.38,1.0,2007-05-24
10006,2007-05-25,00:00:00,13.5,8.8,17.8,5.0,455.8,79.6,0.4,2.04,0.84,2007-05-25
10007,2007-05-26,00:00:00,12.3,8.8,15.2,0.0,226.84,84.6,0.7000000000000001,0.86,0.35,2007-05-26
10008,2007-05-27,00:00:00,13.4,8.0,19.6,3.3,413.4,80.3,2.2,3.3,0.71,2007-05-27
10009,2007-05-28,00:00:00,13.7,9.6,17.6,4.3,298.56,81.3,5.0,2.14,0.68,2007-05-28
10010,2007-05-29,00:00:00,11.6,11.0,13.4,0.0,180.2,86.3,4.5,0.44,0.34,2007-05-29
10011,2007-05-30,00:00:00,13.1,8.4,17.4,5.2,491.84,80.0,0.0,3.72,0.76,2007-05-30
10012,2007-05-31,00:00:00,12.9,10.0,16.6,1.6,330.72,82.0,0.5,2.04,0.74,2007-05-31
10013,2007-06-01,00:00:00,13.9,10.6,19.0,6.9,496.08,71.6,0.0,4.38,1.02,2007-06-01
10014,2007-06-02,00:00:00,12.9,2.6,22.0,9.5,610.56,78.6,0.0,5.26,0.76,2007-06-02
10015,2007-06-03,00:00:00,13.3,7.6,21.0,7.2,572.4,78.6,0.0,5.46,1.27,2007-06-03
10016,2007-06-04,00:00:00,15.3,10.2,20.4,3.7,417.64,71.6,,3.94,0.76,2007-06-04
10017,2007-06-05,00:00:00,13.9,8.4,20.0,6.7,445.2,82.6,0.9,3.3,0.68,2007-06-05
10018,2007-06-06,00:00:00,12.9,9.8,17.2,3.4,381.6,77.0,0.0,2.22,0.79,2007-06-06
10019,2007-06-07,00:00:00,12.0,10.0,16.2,2.1,324.36,77.3,0.3,1.84,1.0,2007-06-07
10020,2007-06-08,00:00:00,11.6,5.4,17.0,2.9,347.68,77.3,0.0,3.42,0.79,2007-06-08
10021,2007-06-09,00:00:00,11.7,6.4,16.4,4.0,409.16,80.3,6.2,3.08,1.02,2007-06-09
10022,2007-06-10,00:00:00,14.1,9.0,20.0,7.6,551.2,73.3,0.8,4.82,1.03,2007-06-10
10023,2007-06-11,00:00:00,12.7,9.4,18.4,7.9,536.36,73.6,0.0,4.16,0.76,2007-06-11
10024,2007-06-12,00:00:00,12.7,5.4,19.0,4.9,343.44,71.6,0.0,2.38,0.6000000000000001,2007-06-12
10025,2007-06-13,00:00:00,12.3,5.2,18.4,6.7,566.04,78.3,1.7,3.3,1.17,2007-06-13
10026,2007-06-14,00:00:00,12.3,9.4,17.4,4.8,,78.6,0.8,2.36,1.12,2007-06-14
10027,2007-06-15,00:00:00,10.9,8.8,15.8,0.6000000000000001,265.0,85.3,0.0,0.62,0.97,2007-06-15
10028,2007-06-16,00:00:00,11.3,7.0,17.2,2.1,248.04,79.6,0.0,1.48,0.78,2007-06-16
10029,2007-06-17,00:00:00,12.2,6.2,16.8,3.3,445.2,78.0,0.0,2.1,0.93,2007-06-17
10030,2007-06-18,00:00:00,13.2,8.6,17.2,3.7,371.0,80.0,0.0,3.92,1.03,2007-06-18
10031,2007-06-19,00:00:00,12.5,10.4,17.6,3.7,477.0,75.6,0.0,3.46,1.38,2007-06-19
10032,2007-06-20,00:00:00,12.4,10.0,17.2,5.6,455.8,78.6,0.0,3.26,1.24,2007-06-20
10033,2007-06-21,00:00:00,12.9,5.4,18.8,3.0,328.6,74.6,0.0,1.94,0.78,2007-06-21
10034,2007-06-22,00:00:00,12.1,10.0,17.4,1.0,212.0,82.3,1.0,0.4,0.59,2007-06-22
10035,2007-06-23,00:00:00,12.5,8.2,17.2,2.4,268.54,84.6,1.2,1.48,0.66,2007-06-23
10036,2007-06-24,00:00:00,13.1,8.6,16.6,2.5,318.0,80.0,0.7000000000000001,2.98,1.04,2007-06-24
10037,2007-06-25,00:00:00,13.0,10.4,16.6,3.4,364.64,79.0,0.6000000000000001,2.64,1.0,2007-06-25
10038,2007-06-26,00:00:00,11.9,10.2,15.2,0.0,169.6,90.3,8.5,0.3,0.63,2007-06-26
10039,2007-06-27,00:00:00,12.2,10.0,15.6,3.1,296.8,81.3,0.5,2.68,1.02,2007-06-27
10040,2007-06-28,00:00:00,13.0,10.2,17.6,6.0,508.8,81.0,0.0,4.0,1.16,2007-06-28
10041,2007-06-29,00:00:00,12.0,10.0,15.2,1.2,313.76,85.3,0.2,1.96,1.01,2007-06-29
10042,2007-06-30,00:00:00,12.1,9.4,17.0,3.5,381.6,84.6,0.5,1.68,1.19,2007-06-30
10043,2007-07-01,00:00:00,12.7,9.0,16.8,4.4,320.12,72.6,0.0,3.18,0.8300000000000001,2007-07-01
10044,2007-07-02,00:00:00,13.3,2.8,20.6,9.1,636.0,76.0,0.0,7.22,0.94,2007-07-02
10045,2007-07-03,00:00:00,14.1,10.2,20.0,6.4,551.2,75.3,0.0,4.78,1.21,2007-07-03
10046,2007-07-04,00:00:00,13.9,10.2,17.0,1.4,277.72,77.0,3.1,1.26,0.6000000000000001,2007-07-04
10047,2007-07-05,00:00:00,13.7,9.6,20.0,3.8,277.72,81.0,3.6,2.32,0.86,2007-07-05
10048,2007-07-06,00:00:00,13.3,10.0,18.8,6.3,487.6,75.3,0.0,3.66,0.91,2007-07-06
10049,2007-07-07,00:00:00,12.9,7.8,18.0,3.4,364.64,76.3,0.0,2.94,1.01,2007-07-07
10050,2007-07-08,00:00:00,12.6,6.0,18.4,3.6,345.56,75.0,0.0,2.2,0.66,2007-07-08
10051,2007-07-09,00:00:00,12.4,9.6,15.4,4.8,460.04,77.0,0.0,2.5,1.16,2007-07-09
10052,2007-07-10,00:00:00,13.8,10.8,19.4,4.2,343.44,78.0,,4.14,0.76,2007-07-10
10053,2007-07-11,00:00:00,13.9,9.8,19.0,5.3,445.2,77.6,1.0,3.1,0.96,2007-07-11
10054,2007-07-12,00:00:00,13.3,8.4,19.0,6.4,373.12,76.3,2.7,2.48,0.66,2007-07-12
10055,2007-07-13,00:00:00,13.3,8.4,17.2,7.9,474.88,78.3,0.0,3.74,1.08,2007-07-13
10056,2007-07-14,00:00:00,13.7,7.8,18.8,7.5,508.8,79.0,0.0,3.46,1.16,2007-07-14
10057,2007-07-15,00:00:00,13.0,7.4,18.2,5.7,417.64,78.0,0.0,4.2,0.95,2007-07-15
10058,2007-07-16,00:00:00,13.4,9.4,17.8,4.4,392.2,76.0,0.5,2.84,0.98,2007-07-16
10059,2007-07-17,00:00:00,14.3,9.8,20.8,7.3,536.36,64.0,0.0,4.76,1.04,2007-07-17
10060,2007-07-18,00:00:00,12.1,3.2,18.6,9.2,636.0,66.6,0.0,5.2,0.89,2007-07-18
10061,2007-07-19,00:00:00,13.2,7.0,19.4,6.8,487.6,73.6,0.0,3.78,1.15,2007-07-19
10062,2007-07-20,00:00:00,13.2,10.2,18.2,3.1,311.64,75.3,1.2,2.24,0.97,2007-07-20
10063,2007-07-21,00:00:00,12.0,9.8,13.2,1.4,250.16,87.3,5.2,0.84,0.73,2007-07-21
10064,2007-07-22,00:00:00,12.6,8.8,18.6,4.0,366.76,76.6,4.8,3.52,0.64,2007-07-22
10065,2007-07-23,00:00:00,12.8,8.0,18.4,4.4,376.44,78.3,9.6,2.3,0.6900000000000001,2007-07-23
10066,2007-07-24,00:00:00,12.8,7.4,18.6,7.0,453.68,79.6,0.0,3.14,0.86,2007-07-24
10067,2007-07-25,00:00:00,11.9,6.8,18.0,4.9,438.84,77.6,0.0,3.6,0.93,2007-07-25
10068,2007-07-26,00:00:00,12.6,5.8,18.4,7.3,487.6,72.3,4.0,3.54,1.12,2007-07-26
10069,2007-07-27,00:00:00,12.0,7.2,16.8,5.5,371.0,81.0,1.7,2.7,1.1,2007-07-27
10070,2007-07-28,00:00:00,11.3,9.6,14.4,2.3,296.8,84.0,3.1,0.8,0.8200000000000001,2007-07-28
10071,2007-07-29,00:00:00,10.5,8.6,14.0,4.7,337.08,85.3,0.5,3.1,0.97,2007-07-29
10072,2007-07-30,00:00:00,10.9,3.0,16.8,9.5,625.4,77.0,0.0,4.36,1.26,2007-07-30
10073,2007-07-31,00:00:00,11.9,7.0,16.6,5.2,424.0,75.6,0.0,3.12,1.11,2007-07-31
10074,2007-08-01,00:00:00,12.7,5.0,19.2,7.3,477.0,74.3,0.0,3.6,0.78,2007-08-01
10075,2007-08-02,00:00:00,14.0,2.4,23.0,9.9,614.8,74.3,0.0,4.78,0.86,2007-08-02
10076,2007-08-03,00:00:00,13.3,10.6,17.2,3.2,371.0,80.0,0.0,3.06,1.04,2007-08-03
10077,2007-08-04,00:00:00,13.3,10.8,16.4,2.2,349.8,81.0,,2.28,0.67,2007-08-04
10078,2007-08-05,00:00:00,14.6,11.4,18.8,5.7,455.8,79.3,9.0,3.56,0.87,2007-08-05
10079,2007-08-06,00:00:00,13.3,9.6,18.0,7.6,519.4,77.6,3.9,3.12,1.18,2007-08-06
10080,2007-08-07,00:00:00,13.1,8.2,19.2,6.0,381.6,77.0,6.7,3.16,0.81,2007-08-07
10081,2007-08-08,00:00:00,12.4,7.0,17.4,2.5,332.84,86.0,2.0,2.14,0.78,2007-08-08
10082,2007-08-09,00:00:00,12.8,9.4,17.4,6.7,470.64,77.0,0.5,4.16,1.15,2007-08-09
10083,2007-08-10,00:00:00,13.6,9.6,19.0,5.1,479.12,77.3,2.2,3.78,0.91,2007-08-10
10084,2007-08-11,00:00:00,13.7,11.0,17.8,1.9,332.84,78.3,,0.9,0.78,2007-08-11
10085,2007-08-12,00:00:00,12.5,6.6,20.8,7.0,466.4,78.0,1.2,3.22,0.58,2007-08-12
10086,2007-08-13,00:00:00,12.6,10.0,15.8,2.3,318.0,82.6,0.9,1.8,0.76,2007-08-13
10087,2007-08-14,00:00:00,13.6,10.0,17.2,5.4,424.0,76.3,0.9,2.5,0.79,2007-08-14
10088,2007-08-15,00:00:00,11.6,8.0,18.8,4.3,360.4,85.6,0.4,2.66,0.8200000000000001,2007-08-15
10089,2007-08-16,00:00:00,11.5,6.0,16.6,5.8,394.32,81.0,0.7000000000000001,2.38,1.1,2007-08-16
10090,2007-08-17,00:00:00,13.0,10.0,17.4,7.7,519.4,78.6,2.1,3.06,1.22,2007-08-17
10091,2007-08-18,00:00:00,12.4,10.0,17.8,6.0,434.6,82.0,0.0,3.14,0.91,2007-08-18
10092,2007-08-19,00:00:00,12.9,8.6,18.8,7.8,487.6,78.0,6.6,3.64,1.01,2007-08-19
10093,2007-08-20,00:00:00,12.2,9.8,16.2,1.2,284.08,85.0,2.3,2.58,0.58,2007-08-20
10094,2007-08-21,00:00:00,10.3,8.6,14.8,1.1,296.8,90.3,1.7,0.8,1.06,2007-08-21
10095,2007-08-22,00:00:00,11.4,8.8,15.2,3.3,339.2,83.3,0.0,2.48,1.05,2007-08-22
10096,2007-08-23,00:00:00,12.1,6.8,17.2,3.4,445.2,83.6,1.0,2.1,0.75,2007-08-23
10097,2007-08-24,00:00:00,13.3,9.2,18.8,6.1,466.4,78.0,0.0,3.66,0.75,2007-08-24
10098,2007-08-25,00:00:00,12.4,9.8,17.4,2.3,311.64,83.6,6.8,1.98,0.53,2007-08-25
10099,2007-08-26,00:00:00,12.2,9.4,17.8,1.2,212.0,85.0,8.0,1.1,0.34,2007-08-26
10100,2007-08-27,00:00:00,12.4,9.6,16.2,3.8,417.64,77.3,0.0,2.9,0.96,2007-08-27
10101,2007-08-28,00:00:00,11.8,5.4,17.4,5.7,360.4,78.6,0.0,2.32,1.0,2007-08-28
10102,2007-08-29,00:00:00,12.1,7.8,19.2,4.1,360.4,82.3,,2.16,0.74,2007-08-29
10103,2007-08-30,00:00:00,12.4,8.6,16.4,1.1,413.4,78.3,7.6,1.8,0.9,2007-08-30
10104,2007-08-31,00:00:00,11.9,8.4,16.6,5.5,434.6,78.6,0.4,3.78,0.87,2007-08-31
10105,2007-09-01,00:00:00,13.2,6.8,18.8,5.0,332.84,78.0,0.0,2.76,0.86,2007-09-01
10106,2007-09-02,00:00:00,15.0,7.0,22.6,9.3,580.88,78.6,0.0,4.64,0.84,2007-09-02
10107,2007-09-03,00:00:00,13.7,10.4,18.8,2.1,375.24,81.6,0.7000000000000001,3.48,0.84,2007-09-03
10108,2007-09-04,00:00:00,12.7,6.6,19.2,1.8,354.04,79.3,0.0,1.9,0.7000000000000001,2007-09-04
10109,2007-09-05,00:00:00,14.2,10.8,17.8,4.3,445.2,79.6,1.6,2.62,0.8300000000000001,2007-09-05
10110,2007-09-06,00:00:00,12.2,9.2,17.2,6.5,508.8,79.0,0.0,4.18,1.0,2007-09-06
10111,2007-09-07,00:00:00,12.3,9.6,16.2,1.9,290.44,80.6,0.0,2.02,0.91,2007-09-07
10112,2007-09-08,00:00:00,12.3,8.0,16.0,3.7,339.2,81.0,0.0,2.2,0.8,2007-09-08
10113,2007-09-09,00:00:00,11.3,9.2,16.4,3.2,417.64,85.6,0.0,3.22,1.04,2007-09-09
10114,2007-09-10,00:00:00,13.1,10.6,17.4,2.9,345.56,76.6,0.0,2.52,0.86,2007-09-10
10115,2007-09-11,00:00:00,12.0,10.0,16.0,2.0,339.2,83.6,0.0,1.2,0.65,2007-09-11
10116,2007-09-12,00:00:00,13.3,7.8,19.8,7.7,491.84,73.0,0.0,5.28,0.91,2007-09-12
10117,2007-09-13,00:00:00,12.6,9.6,17.0,3.5,421.88,79.6,0.5,2.7,1.05,2007-09-13
10118,2007-09-14,00:00:00,13.3,9.6,18.6,3.8,436.72,77.6,1.7,2.96,1.04,2007-09-14
10119,2007-09-15,00:00:00,12.5,10.0,16.6,5.2,508.8,79.3,0.5,2.52,1.26,2007-09-15
10120,2007-09-16,00:00:00,12.0,8.6,16.0,2.3,409.16,79.6,0.0,3.88,1.02,2007-09-16
10121,2007-09-17,00:00:00,12.7,7.6,16.6,3.7,387.96,73.3,0.0,2.76,1.04,2007-09-17
10122,2007-09-18,00:00:00,12.6,6.8,19.6,8.9,623.28,77.3,0.0,4.52,1.15,2007-09-18
10123,2007-09-19,00:00:00,11.6,8.0,17.8,1.0,279.84,84.3,3.7,1.68,0.79,2007-09-19
10124,2007-09-20,00:00:00,11.7,7.4,18.0,3.2,468.52,81.0,0.0,2.98,0.97,2007-09-20
10125,2007-09-21,00:00:00,12.3,5.2,18.6,8.2,636.0,73.3,0.0,3.78,1.15,2007-09-21
10126,2007-09-22,00:00:00,12.7,6.6,18.4,7.4,515.16,79.6,0.0,3.1,1.01,2007-09-22
10127,2007-09-23,00:00:00,13.3,7.4,19.2,4.6,402.8,77.6,0.3,4.66,0.78,2007-09-23
10128,2007-09-24,00:00:00,13.4,8.6,19.6,5.6,470.64,75.6,0.6000000000000001,4.14,1.2,2007-09-24
10129,2007-09-25,00:00:00,13.2,9.0,17.2,1.8,402.8,77.3,0.0,3.24,1.2,2007-09-25
10130,2007-09-26,00:00:00,12.2,10.0,16.0,0.9,366.76,78.6,0.0,3.56,0.84,2007-09-26
10131,2007-09-27,00:00:00,14.0,9.4,18.8,8.5,498.2,72.3,6.8,6.06,1.4,2007-09-27
10132,2007-09-28,00:00:00,12.3,9.0,16.8,6.9,551.2,78.0,1.6,3.0,1.05,2007-09-28
10133,2007-09-29,00:00:00,12.5,8.8,16.4,1.5,347.68,79.0,0.0,1.98,0.76,2007-09-29
10134,2007-09-30,00:00:00,13.5,10.6,18.4,8.2,566.04,78.0,0.1,5.26,1.3,2007-09-30
10135,2007-10-01,00:00:00,13.0,9.6,17.4,7.3,464.28,77.6,0.0,4.1,1.17,2007-10-01
10136,2007-10-02,00:00:00,14.4,5.2,22.4,8.0,527.88,83.6,0.0,4.42,0.89,2007-10-02
10137,2007-10-03,00:00:00,14.0,11.0,20.4,4.4,381.6,88.3,0.0,2.38,1.12,2007-10-03
10138,2007-10-04,00:00:00,14.1,9.0,20.2,5.4,530.0,73.6,0.0,3.74,0.97,2007-10-04
10139,2007-10-05,00:00:00,14.7,11.0,19.6,5.8,487.6,76.0,0.0,3.6,1.03,2007-10-05
10140,2007-10-06,00:00:00,13.4,9.6,17.8,5.6,487.6,81.3,0.0,1.92,1.13,2007-10-06
10141,2007-10-07,00:00:00,12.2,9.4,15.4,1.3,254.4,83.3,0.4,2.14,0.96,2007-10-07
10142,2007-10-08,00:00:00,11.8,7.4,17.4,3.3,360.4,85.0,4.3,1.08,1.01,2007-10-08
10143,2007-10-09,00:00:00,12.1,6.8,18.2,5.3,402.8,78.6,0.0,2.7,0.9,2007-10-09
10144,2007-10-10,00:00:00,12.5,8.2,19.2,4.1,354.04,83.3,9.0,2.72,0.61,2007-10-10
10145,2007-10-11,00:00:00,12.6,7.0,18.4,4.1,360.4,78.6,0.8,2.34,0.53,2007-10-11
10146,2007-10-12,00:00:00,13.3,9.0,19.2,9.2,646.6,77.3,0.0,4.98,0.96,2007-10-12
10147,2007-10-13,00:00:00,13.7,8.2,21.4,5.5,381.6,77.6,,3.59,0.58,2007-10-13
10148,2007-10-14,00:00:00,13.5,10.0,19.6,5.2,415.52,80.6,3.2,2.9,0.66,2007-10-14
10149,2007-10-15,00:00:00,13.2,6.6,19.4,7.5,585.12,77.0,0.2,5.26,0.97,2007-10-15
10150,2007-10-16,00:00:00,13.0,9.6,17.2,4.1,462.16,78.0,0.1,3.38,0.97,2007-10-16
10151,2007-10-17,00:00:00,13.8,10.8,18.2,6.1,443.08,77.6,6.5,4.16,1.1,2007-10-17
10152,2007-10-18,00:00:00,13.6,10.0,18.8,0.0,275.6,79.3,2.4,1.76,0.64,2007-10-18
10153,2007-10-19,00:00:00,13.4,10.4,18.8,5.2,413.4,79.6,,3.46,0.87,2007-10-19
10154,2007-10-20,00:00:00,12.3,9.8,16.0,2.1,296.8,75.6,4.8,2.22,0.79,2007-10-20
10155,2007-10-21,00:00:00,13.6,9.8,18.0,5.1,430.36,80.3,,4.2,0.74,2007-10-21
10156,2007-10-22,00:00:00,13.3,9.8,18.0,5.6,477.0,78.6,0.4,3.86,1.12,2007-10-22
10157,2007-10-23,00:00:00,13.5,10.6,17.4,5.7,477.0,75.3,0.3,3.78,1.02,2007-10-23
10158,2007-10-24,00:00:00,13.7,7.4,18.8,6.3,455.8,74.6,0.0,3.8,0.84,2007-10-24
10159,2007-10-25,00:00:00,13.2,8.0,19.4,5.9,424.0,77.0,3.2,2.86,0.51,2007-10-25
10160,2007-10-26,00:00:00,12.1,9.0,17.4,4.5,307.4,86.0,,1.02,0.3,2007-10-26
10161,2007-10-27,00:00:00,13.8,10.0,18.8,3.7,303.16,80.3,,2.58,0.5,2007-10-27
10162,2007-10-28,00:00:00,12.3,10.8,15.4,0.0,154.76,87.0,4.7,1.8,0.44,2007-10-28
10163,2007-10-29,00:00:00,13.4,10.6,17.4,4.7,413.4,78.6,0.2,3.18,0.95,2007-10-29
10164,2007-10-30,00:00:00,12.4,9.2,16.2,3.0,396.44,83.3,0.0,2.46,0.73,2007-10-30
10165,2007-10-31,00:00:00,13.1,8.4,18.4,3.8,360.4,81.0,6.0,2.8,0.5,2007-10-31
10166,2007-11-01,00:00:00,14.1,9.6,19.2,8.6,530.0,75.6,0.0,5.56,1.23,2007-11-01
10167,2007-11-02,00:00:00,13.7,6.4,20.4,9.6,636.0,85.3,0.0,6.4,1.03,2007-11-02
10168,2007-11-03,00:00:00,13.3,8.2,19.2,8.8,580.88,81.0,0.0,6.66,1.37,2007-11-03
10169,2007-11-04,00:00:00,15.1,11.6,21.4,6.8,597.84,67.3,0.0,5.18,1.03,2007-11-04
10170,2007-11-05,00:00:00,13.8,11.0,17.6,2.4,415.52,80.3,0.0,2.86,0.95,2007-11-05
10171,2007-11-06,00:00:00,13.6,10.2,18.8,3.9,339.2,80.6,0.0,4.74,0.97,2007-11-06
10172,2007-11-07,00:00:00,12.7,9.0,17.0,5.6,487.6,79.3,0.0,3.56,1.13,2007-11-07
10173,2007-11-08,00:00:00,11.8,9.8,15.6,2.8,381.6,84.3,0.7000000000000001,2.16,1.09,2007-11-08
10174,2007-11-09,00:00:00,12.3,6.4,16.0,2.9,387.96,81.3,0.5,2.48,0.97,2007-11-09
10175,2007-11-10,00:00:00,12.8,7.0,19.4,3.0,322.24,80.6,,4.84,0.49,2007-11-10
10176,2007-11-11,00:00:00,13.5,7.8,19.2,8.9,530.0,75.3,0.0,4.38,0.8200000000000001,2007-11-11
10177,2007-11-12,00:00:00,12.4,4.6,18.0,5.7,466.4,74.6,0.0,2.94,0.81,2007-11-12
10178,2007-11-13,00:00:00,13.4,8.2,20.0,7.0,512.52,79.6,5.4,3.56,0.74,2007-11-13
10179,2007-11-14,00:00:00,13.4,9.4,19.0,9.4,555.44,77.0,0.0,4.9,0.94,2007-11-14
10180,2007-11-15,00:00:00,12.9,9.0,16.4,5.4,360.4,77.0,0.6000000000000001,2.52,0.8300000000000001,2007-11-15
10181,2007-11-16,00:00:00,13.7,10.0,17.0,2.6,349.8,82.0,0.1,1.2,0.86,2007-11-16
10182,2007-11-17,00:00:00,11.8,8.8,15.2,0.7000000000000001,318.0,81.0,0.4,2.0,1.05,2007-11-17
10183,2007-11-18,00:00:00,11.4,8.2,15.6,4.2,392.2,80.6,0.0,3.52,1.12,2007-11-18
10184,2007-11-19,00:00:00,12.0,5.0,16.8,7.6,496.08,80.0,0.0,4.78,1.19,2007-11-19
10185,2007-11-20,00:00:00,12.7,6.0,18.2,7.9,466.4,77.0,0.0,3.54,0.96,2007-11-20
10186,2007-11-21,00:00:00,13.9,9.6,18.4,8.6,481.24,77.3,0.0,4.34,1.0,2007-11-21
10187,2007-11-22,00:00:00,13.8,7.2,18.6,6.9,447.32,79.0,,4.4,1.03,2007-11-22
10188,2007-11-23,00:00:00,13.8,9.8,17.8,4.5,430.36,82.3,4.1,3.86,0.93,2007-11-23
10189,2007-11-24,00:00:00,13.3,11.0,17.8,3.5,349.8,86.0,2.9,2.06,0.68,2007-11-24
10190,2007-11-25,00:00:00,12.8,7.4,18.2,7.0,286.2,78.3,0.0,2.68,0.81,2007-11-25
10191,2007-11-26,00:00:00,12.7,7.6,17.8,9.0,447.32,77.0,0.0,3.38,1.01,2007-11-26
10192,2007-11-27,00:00:00,12.4,5.8,18.8,9.5,614.8,74.6,0.0,3.86,0.72,2007-11-27
10193,2007-11-28,00:00:00,14.4,10.6,20.0,6.5,515.16,73.3,0.0,4.46,0.88,2007-11-28
10194,2007-11-29,00:00:00,13.6,8.2,20.6,4.1,362.52,73.6,0.0,2.72,0.58,2007-11-29
10195,2007-11-30,00:00:00,13.7,8.6,20.2,8.6,360.4,63.6,0.0,3.56,0.78,2007-11-30
10196,2007-12-01,00:00:00,13.8,10.8,18.8,8.2,498.2,71.3,0.0,2.82,1.1,2007-12-01
10197,2007-12-02,00:00:00,14.4,8.4,20.4,8.3,583.0,81.3,0.0,5.18,1.18,2007-12-02
10198,2007-12-03,00:00:00,13.6,6.8,21.6,9.2,604.2,72.6,0.0,5.6,1.05,2007-12-03
10199,2007-12-04,00:00:00,15.2,10.6,20.6,8.4,616.92,69.3,0.0,5.68,1.07,2007-12-04
10200,2007-12-05,00:00:00,13.2,10.8,17.4,4.3,402.8,83.6,0.6000000000000001,1.78,1.13,2007-12-05
10201,2007-12-06,00:00:00,13.2,5.0,18.8,8.8,566.04,74.0,0.0,4.14,1.19,2007-12-06
10202,2007-12-07,00:00:00,12.7,9.6,17.0,2.7,360.4,87.6,2.2,1.84,0.94,2007-12-07
10203,2007-12-08,00:00:00,12.2,7.4,15.8,3.4,339.2,81.3,4.3,3.6,0.91,2007-12-08
10204,2007-12-09,00:00:00,12.7,9.2,17.4,7.8,559.68,75.0,0.0,4.52,1.28,2007-12-09
10205,2007-12-10,00:00:00,13.3,8.2,19.2,5.0,413.4,80.3,0.1,1.65,0.87,2007-12-10
10206,2007-12-11,00:00:00,13.9,8.2,18.8,5.3,415.52,78.6,0.0,2.8,0.84,2007-12-11
10207,2007-12-12,00:00:00,12.4,5.0,18.8,8.1,381.6,78.0,6.4,3.44,0.76,2007-12-12
10208,2007-12-13,00:00:00,12.7,9.6,19.2,5.6,396.44,80.6,6.2,3.04,0.65,2007-12-13
10209,2007-12-14,00:00:00,13.3,8.0,17.8,6.1,328.6,78.6,1.0,1.14,0.84,2007-12-14
10210,2007-12-15,00:00:00,12.7,9.0,19.8,5.0,424.0,83.0,7.2,4.18,0.71,2007-12-15
10211,2007-12-16,00:00:00,13.6,6.8,18.4,3.8,402.8,82.3,0.0,4.32,0.76,2007-12-16
10212,2007-12-17,00:00:00,13.1,5.2,19.6,4.6,381.6,77.6,3.2,2.4,0.6000000000000001,2007-12-17
